OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species,,
OTU_3770,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_sp._Marseille-P2429,s__Desulfovibrio_sp._Marseille-P2429,
OTU_3771,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_sp._SR4,s__Desulfovibrio_sp._SR4,
OTU_3772,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_sp._UNSW3caefatS,s__Desulfovibrio_sp._UNSW3caefatS,
OTU_3773,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Lawsonia,s__,,
OTU_3774,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Lawsonia,s__Lawsonia_intracellularis,s__Lawsonia_intracellularis,
OTU_3775,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__,,
OTU_3776,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__Mailhella_massiliensis,s__Mailhella_massiliensis,
OTU_3777,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfurellales,f__,g__,s__,,
OTU_3778,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfurellales,f__Desulfurellaceae,g__,s__,,
OTU_3779,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfurellales,f__Desulfurellaceae,g__Hippea,s__,,
OTU_3780,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__,g__,s__,,
OTU_3781,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Desulfuromonadaceae,g__,s__,,
OTU_3782,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Desulfuromonadaceae,g__Desulfuromonas,s__,,
OTU_3783,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Desulfuromonadaceae,g__Desulfuromusa,s__Desulfuromusa_ferrireducens,s__Desulfuromusa_ferrireducens,
OTU_3784,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__,s__,,
OTU_3785,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geoalkalibacter,s__,,
OTU_3786,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geobacter,s__,,
OTU_3787,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Geobacteraceae,g__Geothermobacter,s__Geothermobacter_ehrlichii,s__Geothermobacter_ehrlichii,
OTU_3788,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__,,
OTU_3789,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Anaeromyxobacteraceae,g__,s__,,
OTU_3790,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,s__,,
OTU_3791,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Archangiaceae,g__,s__,,
OTU_3792,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Kofleriaceae,g__,s__,,
OTU_3793,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Kofleriaceae,g__Haliangium,s__,,
OTU_3794,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Myxococcaceae,g__,s__,,
OTU_3795,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,g__,s__,,
OTU_3796,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Phaselicystidaceae,g__,s__,,
OTU_3797,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Phaselicystidaceae,g__Phaselicystis,s__,,
OTU_3798,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__,s__,,
OTU_3799,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Aetherobacter,s__,,
OTU_3800,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Pajaroellobacter,s__,,
OTU_3801,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Sorangium,s__,,
OTU_3802,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__,s__,,
OTU_3803,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__Sandaracinus,s__,,
OTU_3804,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Vulgatibacteraceae,g__,s__,,
OTU_3805,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Vulgatibacteraceae,g__Vulgatibacter,s__,,
OTU_3806,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Vulgatibacteraceae,g__Vulgatibacter,s__Vulgatibacter_incomptus,s__Vulgatibacter_incomptus,
OTU_3807,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__,g__,s__,,
OTU_3808,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__,s__,,
OTU_3809,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Desulfobacca,s__,,
OTU_3810,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Desulfomonile,s__,,
OTU_3811,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Smithella,s__,,
OTU_3812,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Syntrophus,s__,,
OTU_3813,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,,
OTU_3814,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Desulfovirga,s__,,
OTU_3815,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__,,
OTU_3816,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophorhabdaceae,g__,s__,,
OTU_3817,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophorhabdaceae,g__Syntrophorhabdus,s__,,
OTU_3818,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__,f__,g__,s__,,
OTU_3819,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__,f__,g__Nitratiruptor,s__,,
OTU_3820,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__,f__,g__Sulfurovum,s__,,
OTU_3821,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__,g__,s__,,
OTU_3822,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__,g__Thiofractor,s__,,
OTU_3823,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__,s__,,
OTU_3824,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter,s__,,
OTU_3825,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter,s__Arcobacter_butzleri,s__Arcobacter_butzleri,
OTU_3826,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter,s__Arcobacter_nitrofigilis,s__Arcobacter_nitrofigilis,
OTU_3827,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter,s__Arcobacter_thereius,s__Arcobacter_thereius,
OTU_3828,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__,,
OTU_3829,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_concisus,s__Campylobacter_concisus,
OTU_3830,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_corcagiensis,s__Campylobacter_corcagiensis,
OTU_3831,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_faecalis,s__Campylobacter_faecalis,
OTU_3832,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_fetus,s__Campylobacter_fetus,
OTU_3833,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_helveticus,s__Campylobacter_helveticus,
OTU_3834,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_hominis,s__Campylobacter_hominis,
OTU_3835,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_hyointestinalis,s__Campylobacter_hyointestinalis,
OTU_3836,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_iguaniorum,s__Campylobacter_iguaniorum,
OTU_3837,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_lanienae,s__Campylobacter_lanienae,
OTU_3838,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_sp._0402694-C0078,s__Campylobacter_sp._0402694-C0078,
OTU_3839,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_troglodytis,s__Campylobacter_troglodytis,
OTU_3840,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_upsaliensis,s__Campylobacter_upsaliensis,
OTU_3841,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Sulfurospirillum,s__,,
OTU_3842,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Sulfurospirillum,s__Sulfurospirillum_sp._Am-N,s__Sulfurospirillum_sp._Am-N,
OTU_3843,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__,s__,,
OTU_3844,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Flexispira,s__,,
OTU_3845,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__,,
OTU_3846,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__cilia-associated_respiratory_bacterium_B6,s__cilia-associated_respiratory_bacterium_B6,
OTU_3847,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_bilis,s__Helicobacter_bilis,
OTU_3848,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_canis,s__Helicobacter_canis,
OTU_3849,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_cholecystus,s__Helicobacter_cholecystus,
OTU_3850,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_cinaedi,s__Helicobacter_cinaedi,
OTU_3851,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_fennelliae,s__Helicobacter_fennelliae,
OTU_3852,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_himalayensis,s__Helicobacter_himalayensis,
OTU_3853,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_macacae,s__Helicobacter_macacae,
OTU_3854,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_mustelae,s__Helicobacter_mustelae,
OTU_3855,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_pylori,s__Helicobacter_pylori,
OTU_3856,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_rappini,s__Helicobacter_rappini,
OTU_3857,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_rodentium,s__Helicobacter_rodentium,
OTU_3858,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_sp._12S02232-10,s__Helicobacter_sp._12S02232-10,
OTU_3859,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_sp._CLO-3,s__Helicobacter_sp._CLO-3,
OTU_3860,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_sp._HC15880,s__Helicobacter_sp._HC15880,
OTU_3861,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_sp._MIT_01-3238,s__Helicobacter_sp._MIT_01-3238,
OTU_3862,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_sp._MIT_03-1616,s__Helicobacter_sp._MIT_03-1616,
OTU_3863,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_sp._MIT_99-5659-3,s__Helicobacter_sp._MIT_99-5659-3,
OTU_3864,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__Helicobacter_sp._WYS-2001,s__Helicobacter_sp._WYS-2001,
OTU_3865,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Sulfuricurvum,s__,,
OTU_3866,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Sulfurimonas,s__,,
OTU_3867,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Wolinella,s__,,
OTU_3868,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Nautiliales,f__,g__,s__,,
OTU_3869,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Nautiliales,f__Nautiliaceae,g__,s__,,
OTU_3870,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__,,
OTU_3871,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__gamma_proteobacterium_128,s__gamma_proteobacterium_128,
OTU_3872,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__gamma_proteobacterium_enrichment_culture_clone_DT-1134,s__gamma_proteobacterium_enrichment_culture_clone_DT-1134,
OTU_3873,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__gamma_proteobacterium_enrichment_culture_clone_DT-1983,s__gamma_proteobacterium_enrichment_culture_clone_DT-1983,
OTU_3874,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__gamma_proteobacterium_NB0077,s__gamma_proteobacterium_NB0077,
OTU_3875,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__gamma_proteobacterium_P8,s__gamma_proteobacterium_P8,
OTU_3876,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__,s__Gammaproteobacteria_bacterium_LSN-49,s__Gammaproteobacteria_bacterium_LSN-49,
OTU_3877,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Acidibacter,s__,,
OTU_3878,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Alkalimonas,s__Alkalimonas_amylolytica,s__Alkalimonas_amylolytica,
OTU_3879,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Candidatus_Ovatusbacter,s__,,
OTU_3880,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Candidatus_Thiobios,s__,,
OTU_3881,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Ignatzschineria,s__,,
OTU_3882,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Ignatzschineria,s__Ignatzschineria_larvae,s__Ignatzschineria_larvae,
OTU_3883,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Ignatzschineria,s__Ignatzschineria_sp._361B3_12ESS,s__Ignatzschineria_sp._361B3_12ESS,
OTU_3884,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Koukoulia,s__,,
OTU_3885,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Koukoulia,s__Koukoulia_aurantiaca,s__Koukoulia_aurantiaca,
OTU_3886,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Methylohalomonas,s__,,
OTU_3887,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Pseudohongiella,s__,,
OTU_3888,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Thiolapillus,s__,,
OTU_3889,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Wohlfahrtiimonas,s__,,
OTU_3890,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Wohlfahrtiimonas,s__Wohlfahrtiimonas_chitiniclastica,s__Wohlfahrtiimonas_chitiniclastica,
OTU_3891,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__,g__Wohlfahrtiimonas,s__Wohlfahrtiimonas_larvae,s__Wohlfahrtiimonas_larvae,
OTU_3892,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__Competibacteraceae,g__,s__,,
OTU_3893,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__Competibacteraceae,g__Candidatus_Competibacter,s__,,
OTU_3894,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidiferrobacterales,f__,g__,s__,,
OTU_3895,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidiferrobacterales,f__Acidiferrobacteraceae,g__,s__,,
OTU_3896,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidiferrobacterales,f__Acidiferrobacteraceae,g__Sulfurifustis,s__,,
OTU_3897,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__,g__,s__,,
OTU_3898,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__,s__,,
OTU_3899,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__,,
OTU_3900,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas_caviae,s__Aeromonas_caviae,
OTU_3901,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas_hydrophila,s__Aeromonas_hydrophila,
OTU_3902,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas_sp._08006,s__Aeromonas_sp._08006,
OTU_3903,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Aeromonas,s__Aeromonas_veronii,s__Aeromonas_veronii,
OTU_3904,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Oceanimonas,s__,,
OTU_3905,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Oceanimonas,s__Oceanimonas_smirnovii,s__Oceanimonas_smirnovii,
OTU_3906,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Oceanimonas,s__Oceanimonas_sp._GK1,s__Oceanimonas_sp._GK1,
OTU_3907,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Oceanisphaera,s__,,
OTU_3908,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Tolumonas,s__,,
OTU_3909,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Aeromonadaceae,g__Zobellella,s__,,
OTU_3910,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__,s__,,
OTU_3911,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__,,
OTU_3912,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__Anaerobiospirillum_succiniciproducens,s__Anaerobiospirillum_succiniciproducens,
OTU_3913,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Anaerobiospirillum,s__Anaerobiospirillum_thomasii,s__Anaerobiospirillum_thomasii,
OTU_3914,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Ruminobacter,s__,,
OTU_3915,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Ruminobacter,s__Ruminobacter_amylophilus,s__Ruminobacter_amylophilus,
OTU_3916,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinatimonas,s__,,
OTU_3917,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinatimonas,s__Succinatimonas_hippei,s__Succinatimonas_hippei,
OTU_3918,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinimonas,s__,,
OTU_3919,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinimonas,s__Succinimonas_amylolytica,s__Succinimonas_amylolytica,
OTU_3920,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinivibrio,s__,,
OTU_3921,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio_dextrinosolvens,s__Succinivibrio_dextrinosolvens,
OTU_3922,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__,g__,s__,,
OTU_3923,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__,g__Aestuariicella,s__,,
OTU_3924,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__,g__Motilimonas,s__,,
OTU_3925,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__,s__,,
OTU_3926,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alishewanella,s__,,
OTU_3927,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,s__,,
OTU_3928,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Glaciecola,s__,,
OTU_3929,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,s__,,
OTU_3930,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,g__,s__,,
OTU_3931,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,g__Colwellia,s__,,
OTU_3932,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,g__Thalassomonas,s__,,
OTU_3933,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,g__Thalassotalea,s__,,
OTU_3934,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__,s__,,
OTU_3935,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Aliidiomarina,s__,,
OTU_3936,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,s__,,
OTU_3937,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,s__Idiomarina_indica,s__Idiomarina_indica,
