OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species,,
OTU_200,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NC3008,s__bacterium_NC3008,
OTU_201,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_ND2006,s__bacterium_ND2006,
OTU_202,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_ND2007,s__bacterium_ND2007,
OTU_203,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_ND2012,s__bacterium_ND2012,
OTU_204,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_ND2018,s__bacterium_ND2018,
OTU_205,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_ND3007,s__bacterium_ND3007,
OTU_206,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NE2006,s__bacterium_NE2006,
OTU_207,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NE3001,s__bacterium_NE3001,
OTU_208,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NE3005,s__bacterium_NE3005,
OTU_209,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-C152,s__bacterium_NLAE-zl-C152,
OTU_210,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-C291,s__bacterium_NLAE-zl-C291,
OTU_211,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-C487,s__bacterium_NLAE-zl-C487,
OTU_212,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-C553,s__bacterium_NLAE-zl-C553,
OTU_213,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-C599,s__bacterium_NLAE-zl-C599,
OTU_214,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-G1,s__bacterium_NLAE-zl-G1,
OTU_215,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-G12,s__bacterium_NLAE-zl-G12,
OTU_216,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-G417,s__bacterium_NLAE-zl-G417,
OTU_217,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-G7,s__bacterium_NLAE-zl-G7,
OTU_218,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-H174,s__bacterium_NLAE-zl-H174,
OTU_219,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-P11,s__bacterium_NLAE-zl-P11,
OTU_220,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-P536,s__bacterium_NLAE-zl-P536,
OTU_221,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NLAE-zl-P93,s__bacterium_NLAE-zl-P93,
OTU_222,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_NXKED9,s__bacterium_NXKED9,
OTU_223,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_OL-1,s__bacterium_OL-1,
OTU_224,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_P2-20-7,s__bacterium_P2-20-7,
OTU_225,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_P3,s__bacterium_P3,
OTU_226,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_PFB1-13,s__bacterium_PFB1-13,
OTU_227,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_PM5-3,s__bacterium_PM5-3,
OTU_228,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_PM5-7,s__bacterium_PM5-7,
OTU_229,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_R2,s__bacterium_R2,
OTU_230,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_RA2074,s__bacterium_RA2074,
OTU_231,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_RA2114,s__bacterium_RA2114,
OTU_232,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_SH4-10,s__bacterium_SH4-10,
OTU_233,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_SIT6,s__bacterium_SIT6,
OTU_234,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_SM2-6,s__bacterium_SM2-6,
OTU_235,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_SM4-6,s__bacterium_SM4-6,
OTU_236,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_SM9-19,s__bacterium_SM9-19,
OTU_237,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_str._77003,s__bacterium_str._77003,
OTU_238,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_symbiont_of_Bactrocera_correcta,s__bacterium_symbiont_of_Bactrocera_correcta,
OTU_239,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_Te47R,s__bacterium_Te47R,
OTU_240,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_Te49A,s__bacterium_Te49A,
OTU_241,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_V9D2002,s__bacterium_V9D2002,
OTU_242,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_V9D2006,s__bacterium_V9D2006,
OTU_243,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_V9D2009,s__bacterium_V9D2009,
OTU_244,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_V9D2012,s__bacterium_V9D2012,
OTU_245,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_V9D2013,s__bacterium_V9D2013,
OTU_246,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_V9D3004,s__bacterium_V9D3004,
OTU_247,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_VCB2002,s__bacterium_VCB2002,
OTU_248,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_VCB2004,s__bacterium_VCB2004,
OTU_249,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_VCB2013,s__bacterium_VCB2013,
OTU_250,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_VCD1001,s__bacterium_VCD1001,
OTU_251,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_VCD2007,s__bacterium_VCD2007,
OTU_252,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_VCD3003,s__bacterium_VCD3003,
OTU_253,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_VCD3004,s__bacterium_VCD3004,
OTU_254,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCD3001,s__bacterium_WCD3001,
OTU_255,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCD3007,s__bacterium_WCD3007,
OTU_256,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCE2003,s__bacterium_WCE2003,
OTU_257,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCE2004,s__bacterium_WCE2004,
OTU_258,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCE2006,s__bacterium_WCE2006,
OTU_259,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCE2007,s__bacterium_WCE2007,
OTU_260,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCE2008,s__bacterium_WCE2008,
OTU_261,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCE2013,s__bacterium_WCE2013,
OTU_262,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WCE3006,s__bacterium_WCE3006,
OTU_263,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WH2-11,s__bacterium_WH2-11,
OTU_264,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WH2-2,s__bacterium_WH2-2,
OTU_265,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WH3-2,s__bacterium_WH3-2,
OTU_266,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_WTE2008,s__bacterium_WTE2008,
OTU_267,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XBB1003,s__bacterium_XBB1003,
OTU_268,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XBB1006,s__bacterium_XBB1006,
OTU_269,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XBB2002,s__bacterium_XBB2002,
OTU_270,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XBB2006,s__bacterium_XBB2006,
OTU_271,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XBB2008,s__bacterium_XBB2008,
OTU_272,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XBB3002,s__bacterium_XBB3002,
OTU_273,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XBB3003,s__bacterium_XBB3003,
OTU_274,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XPB1013,s__bacterium_XPB1013,
OTU_275,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XPB1014,s__bacterium_XPB1014,
OTU_276,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XPB4001,s__bacterium_XPB4001,
OTU_277,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XPD1004,s__bacterium_XPD1004,
OTU_278,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_XPD3003,s__bacterium_XPD3003,
OTU_279,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YAB2006,s__bacterium_YAB2006,
OTU_280,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YAD2002,s__bacterium_YAD2002,
OTU_281,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YAD3004,s__bacterium_YAD3004,
OTU_282,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YC-ZSS-LKJ127,s__bacterium_YC-ZSS-LKJ127,
OTU_283,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YC-ZSS-LKJ188,s__bacterium_YC-ZSS-LKJ188,
OTU_284,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YC-ZSS-LKJ23,s__bacterium_YC-ZSS-LKJ23,
OTU_285,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YC-ZSS-LKJ42,s__bacterium_YC-ZSS-LKJ42,
OTU_286,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YC-ZSS-LKJ85,s__bacterium_YC-ZSS-LKJ85,
OTU_287,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YE257,s__bacterium_YE257,
OTU_288,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YE56,s__bacterium_YE56,
OTU_289,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YE57,s__bacterium_YE57,
OTU_290,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YE59,s__bacterium_YE59,
OTU_291,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YE62,s__bacterium_YE62,
OTU_292,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YE63,s__bacterium_YE63,
OTU_293,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YE64,s__bacterium_YE64,
OTU_294,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YGB2004,s__bacterium_YGB2004,
OTU_295,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YGD2005,s__bacterium_YGD2005,
OTU_296,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YRB3002,s__bacterium_YRB3002,
OTU_297,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YRD2003,s__bacterium_YRD2003,
OTU_298,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YRD2005,s__bacterium_YRD2005,
OTU_299,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YSB2008,s__bacterium_YSB2008,
OTU_300,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YSD2010,s__bacterium_YSD2010,
OTU_301,k__Bacteria,p__,c__,o__,f__,g__,s__bacterium_YSD2013,s__bacterium_YSD2013,
OTU_302,k__Bacteria,p__,c__,o__,f__,g__,s__bovine_rumen_bacterium_niuC5,s__bovine_rumen_bacterium_niuC5,
OTU_303,k__Bacteria,p__,c__,o__,f__,g__,s__bovine_rumen_bacterium_niuO28,s__bovine_rumen_bacterium_niuO28,
OTU_304,k__Bacteria,p__,c__,o__,f__,g__,s__candidate_division_SR1_bacterium_MGEHA,s__candidate_division_SR1_bacterium_MGEHA,
OTU_305,k__Bacteria,p__,c__,o__,f__,g__,s__candidate_division_TM6_bacterium_GW2011_GWF2_28_16,s__candidate_division_TM6_bacterium_GW2011_GWF2_28_16,
OTU_306,k__Bacteria,p__,c__,o__,f__,g__,s__denitrifying_bacterium_enrichment_culture_clone_NOA_1_D10,s__denitrifying_bacterium_enrichment_culture_clone_NOA_1_D10,
OTU_307,k__Bacteria,p__,c__,o__,f__,g__,s__denitrifying_bacterium_enrichment_culture_clone_NOB_2_F6,s__denitrifying_bacterium_enrichment_culture_clone_NOB_2_F6,
OTU_308,k__Bacteria,p__,c__,o__,f__,g__,s__endosymbiont_of_Nilaparvata_lugens,s__endosymbiont_of_Nilaparvata_lugens,
OTU_309,k__Bacteria,p__,c__,o__,f__,g__,s__Firmicutes_oral_clone_BB124,s__Firmicutes_oral_clone_BB124,
OTU_310,k__Bacteria,p__,c__,o__,f__,g__,s__Firmicutes_oral_clone_BX005,s__Firmicutes_oral_clone_BX005,
OTU_311,k__Bacteria,p__,c__,o__,f__,g__,s__Firmicutes_oral_clone_CH017,s__Firmicutes_oral_clone_CH017,
OTU_312,k__Bacteria,p__,c__,o__,f__,g__,s__Firmicutes_oral_clone_CK030,s__Firmicutes_oral_clone_CK030,
OTU_313,k__Bacteria,p__,c__,o__,f__,g__,s__Firmicutes_oral_clone_CK051,s__Firmicutes_oral_clone_CK051,
OTU_314,k__Bacteria,p__,c__,o__,f__,g__,s__Firmicutes_oral_clone_CK057,s__Firmicutes_oral_clone_CK057,
OTU_315,k__Bacteria,p__,c__,o__,f__,g__,s__Firmicutes_oral_clone_FM046,s__Firmicutes_oral_clone_FM046,
OTU_316,k__Bacteria,p__,c__,o__,f__,g__,s__Firmicutes_oral_clone_MCE3_120,s__Firmicutes_oral_clone_MCE3_120,
OTU_317,k__Bacteria,p__,c__,o__,f__,g__,s__Gram-negative_bacterium_cL10-2b-4,s__Gram-negative_bacterium_cL10-2b-4,
OTU_318,k__Bacteria,p__,c__,o__,f__,g__,s__human_intestinal_bacterium_julong_601,s__human_intestinal_bacterium_julong_601,
OTU_319,k__Bacteria,p__,c__,o__,f__,g__,s__intestinal_bacterium_CG19-1,s__intestinal_bacterium_CG19-1,
OTU_320,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_A2,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_A2,
OTU_321,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_A6,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_A6,
OTU_322,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_C3,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_C3,
OTU_323,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_C5,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_C5,
OTU_324,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_F3,s__iron-reducing_bacterium_enrichment_culture_clone_FEA_2_F3,
OTU_325,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FeC_1_C1,s__iron-reducing_bacterium_enrichment_culture_clone_FeC_1_C1,
OTU_326,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FeC_1_E4,s__iron-reducing_bacterium_enrichment_culture_clone_FeC_1_E4,
OTU_327,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FeC_1_G3,s__iron-reducing_bacterium_enrichment_culture_clone_FeC_1_G3,
OTU_328,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_FeC_2_B8,s__iron-reducing_bacterium_enrichment_culture_clone_FeC_2_B8,
OTU_329,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO10,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO10,
OTU_330,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO121,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO121,
OTU_331,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO19,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO19,
OTU_332,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO47,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO47,
OTU_333,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO53,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO53,
OTU_334,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO6,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO6,
OTU_335,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO96,s__iron-reducing_bacterium_enrichment_culture_clone_HN-HFO96,
OTU_336,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN109,s__iron-reducing_bacterium_enrichment_culture_clone_HN109,
OTU_337,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN117,s__iron-reducing_bacterium_enrichment_culture_clone_HN117,
OTU_338,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN3,s__iron-reducing_bacterium_enrichment_culture_clone_HN3,
OTU_339,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN51,s__iron-reducing_bacterium_enrichment_culture_clone_HN51,
OTU_340,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN67,s__iron-reducing_bacterium_enrichment_culture_clone_HN67,
OTU_341,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN7,s__iron-reducing_bacterium_enrichment_culture_clone_HN7,
OTU_342,k__Bacteria,p__,c__,o__,f__,g__,s__iron-reducing_bacterium_enrichment_culture_clone_HN70,s__iron-reducing_bacterium_enrichment_culture_clone_HN70,
OTU_343,k__Bacteria,p__,c__,o__,f__,g__,s__marine_bacterium_NAMAF003,s__marine_bacterium_NAMAF003,
OTU_344,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_enrichment_culture_clone_Y117,s__rumen_bacterium_enrichment_culture_clone_Y117,
OTU_345,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NC-34,s__rumen_bacterium_NC-34,
OTU_346,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK2A1,s__rumen_bacterium_NK2A1,
OTU_347,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK2A14,s__rumen_bacterium_NK2A14,
OTU_348,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK2A35,s__rumen_bacterium_NK2A35,
OTU_349,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK2C32,s__rumen_bacterium_NK2C32,
OTU_350,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK3A39,s__rumen_bacterium_NK3A39,
OTU_351,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK3A74,s__rumen_bacterium_NK3A74,
OTU_352,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK3B31,s__rumen_bacterium_NK3B31,
OTU_353,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK3B85,s__rumen_bacterium_NK3B85,
OTU_354,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4A171,s__rumen_bacterium_NK4A171,
OTU_355,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4A189,s__rumen_bacterium_NK4A189,
OTU_356,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4A212,s__rumen_bacterium_NK4A212,
OTU_357,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4A214,s__rumen_bacterium_NK4A214,
OTU_358,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4A222,s__rumen_bacterium_NK4A222,
OTU_359,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4A55,s__rumen_bacterium_NK4A55,
OTU_360,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4A78,s__rumen_bacterium_NK4A78,
OTU_361,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4B29,s__rumen_bacterium_NK4B29,
OTU_362,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4B4,s__rumen_bacterium_NK4B4,
OTU_363,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_NK4B65,s__rumen_bacterium_NK4B65,
OTU_364,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_R-13,s__rumen_bacterium_R-13,
OTU_365,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_R-15,s__rumen_bacterium_R-15,
OTU_366,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_R-20,s__rumen_bacterium_R-20,
OTU_367,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_R-21,s__rumen_bacterium_R-21,
OTU_368,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_R-23,s__rumen_bacterium_R-23,
OTU_369,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_R-9,s__rumen_bacterium_R-9,
OTU_370,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_R3_91_26,s__rumen_bacterium_R3_91_26,
OTU_371,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_RC-11,s__rumen_bacterium_RC-11,
OTU_372,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_RC-2,s__rumen_bacterium_RC-2,
OTU_373,k__Bacteria,p__,c__,o__,f__,g__,s__rumen_bacterium_YS2,s__rumen_bacterium_YS2,
OTU_374,k__Bacteria,p__,c__,o__,f__,g__,s__soil_bacterium_WWH121,s__soil_bacterium_WWH121,
OTU_375,k__Bacteria,p__,c__,o__,f__,g__,s__SR1_bacterium_canine_oral_taxon_382,s__SR1_bacterium_canine_oral_taxon_382,
OTU_376,k__Bacteria,p__,c__,o__,f__,g__,s__swine_effluent_bacterium_CHNDP1,s__swine_effluent_bacterium_CHNDP1,
OTU_377,k__Bacteria,p__,c__,o__,f__,g__,s__swine_effluent_bacterium_CHNDP41,s__swine_effluent_bacterium_CHNDP41,
OTU_378,k__Bacteria,p__,c__,o__,f__,g__,s__swine_fecal_bacterium_FPC111,s__swine_fecal_bacterium_FPC111,
OTU_379,k__Bacteria,p__,c__,o__,f__,g__,s__swine_fecal_bacterium_RF2B-Cel4,s__swine_fecal_bacterium_RF2B-Cel4,
OTU_380,k__Bacteria,p__,c__,o__,f__,g__,s__swine_fecal_bacterium_SD-Cel5,s__swine_fecal_bacterium_SD-Cel5,
OTU_381,k__Bacteria,p__,c__,o__,f__,g__,s__swine_manure_bacterium_37-2,s__swine_manure_bacterium_37-2,
OTU_382,k__Bacteria,p__,c__,o__,f__,g__,s__swine_manure_bacterium_37-5,s__swine_manure_bacterium_37-5,
OTU_383,k__Bacteria,p__,c__,o__,f__,g__,s__swine_manure_bacterium_RT-5C,s__swine_manure_bacterium_RT-5C,
OTU_384,k__Bacteria,p__,c__,o__,f__,g__Vermiphilus,s__Vermiphilus_pyriformis,s__Vermiphilus_pyriformis,
OTU_385,k__Bacteria,p__,c__,o__Haloplasmatales,f__,g__,s__,,
OTU_386,k__Bacteria,p__,c__,o__Haloplasmatales,f__Haloplasmataceae,g__,s__,,
OTU_387,k__Bacteria,p__,c__,o__Haloplasmatales,f__Haloplasmataceae,g__Haloplasma,s__,,
OTU_388,k__Bacteria,p__Acidobacteria,c__,o__,f__,g__,s__,,
OTU_389,k__Bacteria,p__Acidobacteria,c__,o__,f__,g__Luteitalea,s__,,
OTU_390,k__Bacteria,p__Acidobacteria,c__,o__,f__,g__Thermoanaerobaculum,s__,,
OTU_391,k__Bacteria,p__Acidobacteria,c__,o__,f__,g__Thermotomaculum,s__,,
OTU_392,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__,f__,g__,s__,,
OTU_393,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__,g__,s__,,
OTU_394,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__,,
OTU_395,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Bryocella,s__,,
OTU_396,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Candidatus_Koribacter,s__,,
OTU_397,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Edaphobacter,s__,,
OTU_398,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Granulicella,s__,,
OTU_399,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Occallatibacter,s__,,
OTU_400,k__Bacteria,p__Acidobacteria,c__Blastocatellia,o__,f__,g__,s__,,
OTU_401,k__Bacteria,p__Acidobacteria,c__Blastocatellia,o__,f__,g__Blastocatella,s__,,
OTU_402,k__Bacteria,p__Acidobacteria,c__Blastocatellia,o__,f__,g__Stenotrophobacter,s__,,
OTU_403,k__Bacteria,p__Acidobacteria,c__Blastocatellia,o__,f__Pyrinomonadaceae,g__,s__,,
OTU_404,k__Bacteria,p__Acidobacteria,c__Holophagae,o__,f__,g__,s__,,
OTU_405,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Acanthopleuribacterales,f__,g__,s__,,
OTU_406,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Acanthopleuribacterales,f__Acanthopleuribacteraceae,g__,s__,,
OTU_407,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Acanthopleuribacterales,f__Acanthopleuribacteraceae,g__Acanthopleuribacter,s__,,
OTU_408,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__,g__,s__,,
OTU_409,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__,s__,,
OTU_410,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Geothrix,s__,,
OTU_411,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,s__,,
OTU_412,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__,f__,g__,s__,,
OTU_413,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__,,
OTU_414,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__Bryobacter,s__,,
OTU_415,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__Paludibaculum,s__,,
